4.0000	2668.0000
53.9937	2667.4448
103.9856	2666.7905
153.9826	2665.9541
203.9736	2664.8821
253.9560	2663.5471
303.9330	2661.9453
353.9032	2660.0830
403.8633	2657.9971
453.8174	2655.7944
503.7702	2653.5718
553.7204	2651.4087
603.6780	2649.3745
653.6404	2647.5381
703.6147	2645.9722
753.5984	2644.7598
803.5890	2644.0007
853.5929	2643.8333
903.5849	2644.4292
953.5539	2646.0632
1003.4547	2649.1562
1053.1846	2654.3040
1102.5913	2662.0059
1151.4435	2672.6357
1199.5841	2686.1267
1247.0247	2701.9133
1293.9642	2719.1294
1340.6262	2737.0791
1387.1783	2755.3179
1433.7559	2773.5115
1480.4622	2791.3655
1527.3945	2808.5972
1574.6559	2824.9192
1622.3334	2839.9956
1670.5074	2853.3955
1719.2701	2864.4722
1768.6768	2872.1489
1818.6304	2874.3086
1867.9926	2866.3606
1911.5951	2841.8867
1943.0337	2803.0088
1964.4070	2757.8125
1979.2346	2710.0640
1987.9148	2660.8191
1986.9164	2610.8325
