480.0000	2476.0000
529.3483	2484.0464
576.5101	2500.6555
625.4280	2511.0159
675.1819	2515.9282
724.9852	2520.3052
774.9568	2518.6680
823.5513	2506.8845
870.8908	2490.8000
917.9916	2474.0327
964.9106	2456.7568
1011.5860	2438.8271
1057.8888	2419.9578
1103.6201	2399.7405
1148.5336	2377.7708
1192.6740	2354.2754
1236.3942	2330.0151
1280.0424	2305.6311
1323.6946	2281.2510
1367.3368	2256.8496
1410.9065	2232.3130
1453.9719	2206.9111
1495.8568	2179.6125
1535.7305	2149.4404
1573.4303	2116.5938
1609.6407	2082.1167
1645.1718	2046.9448
1679.8864	2010.9580
1712.6931	1973.2285
1742.2614	1932.9141
1768.2245	1890.1843
1790.8383	1845.5895
1810.5321	1799.6313
1828.8927	1753.1244
1846.5161	1706.3380
1860.3330	1658.2877
1864.8551	1608.4971
1857.4962	1559.0449
1835.6530	1514.0731
1810.6548	1470.7709
1786.8766	1426.7820
1765.2109	1381.7223
1747.4243	1334.9913
1735.6753	1286.3955
1729.6599	1236.7606
1727.7953	1186.7961
1728.0680	1136.7963
1725.7250	1086.8544
1722.9097	1036.9354
1722.8778	986.9307
1726.0918	937.0384
1730.9435	887.2736
1735.6270	837.4957
