156.0000	2280.0000
205.9417	2277.5547
255.8737	2275.0308
305.8008	2272.3484
355.7170	2269.4253
405.6064	2266.1765
455.4724	2262.5078
505.2879	2258.2524
555.0242	2253.1404
604.6314	2246.8801
654.0302	2239.1633
703.1194	2229.6628
751.7855	2218.1873
799.9659	2204.8174
847.6388	2189.7354
894.8155	2173.1748
941.5438	2155.3892
987.8917	2136.6199
1033.8984	2117.0515
1079.6073	2096.7803
1125.0377	2075.9028
1170.2045	2054.4519
1215.1150	2032.4688
1259.7574	2009.9434
1304.0488	1986.7510
1347.8007	1962.5469
1390.6875	1936.8490
1432.1367	1908.8877
1471.0803	1877.5261
1507.0270	1842.7689
1541.2792	1806.3494
1575.2861	1769.6902
1608.3051	1732.1390
1639.5172	1693.0758
1669.0162	1652.7084
1697.6948	1611.7563
1726.5310	1570.9136
1753.5155	1528.8171
1764.0867	1479.9485
1759.7253	1430.1382
1751.6467	1380.7915
1743.4146	1331.4731
1736.8645	1281.9021
1732.9254	1232.0574
1731.9092	1182.0707
1733.8651	1132.1106
1736.0321	1082.1625
1734.6113	1032.1831
1730.1492	982.3801
1727.2975	932.4628
