152.0000	2320.0000
200.9126	2309.6282
249.5153	2297.8896
297.4555	2283.6941
344.6042	2267.0559
391.2456	2249.0312
437.6913	2230.5117
484.1805	2212.1104
530.6011	2193.5393
576.6890	2174.1621
622.1014	2153.2483
666.5735	2130.4031
710.2448	2106.0479
753.4005	2080.8010
796.1470	2054.8684
837.8835	2027.3337
877.6278	1996.9939
913.8705	1962.5532
946.5647	1924.7246
977.8499	1885.7229
1009.8480	1847.3059
1042.0306	1809.0369
1073.3862	1770.0945
1103.1804	1729.9421
1130.6064	1688.1360
1154.4451	1644.1880
1175.4640	1598.8198
1197.2921	1553.8362
1221.6357	1510.1606
1244.9750	1465.9468
1264.1124	1419.7585
1279.8993	1372.3120
1294.1394	1324.3853
1308.9706	1276.6384
1323.8585	1228.9055
1335.0249	1180.1711
1342.1021	1130.6716
1347.8807	1081.0023
1352.9196	1031.2557
1345.9678	981.7367
1329.1779	934.6350
1305.4783	890.6054
1282.8246	846.0373
1262.4913	800.3578
1246.4478	753.0013
1233.8696	704.6064
1219.1044	656.8325
1207.0955	608.2950
1196.5283	559.4198
1192.2786	509.6031
1192.4191	459.6020
1191.5907	409.6126
1186.8184	359.8388
1183.3274	309.9629
1184.0685	259.9708
1184.3660	209.9698
1184.1584	159.9728
