156.0000	2246.0000
205.8562	2249.7471
255.7197	2253.5017
305.5727	2257.2688
355.4306	2261.0562
405.2859	2264.8694
455.1345	2268.7148
504.9883	2272.5986
554.8295	2276.5251
604.6760	2280.5010
654.5102	2284.5295
704.3422	2288.6155
754.1693	2292.7627
803.9954	2296.9771
853.8154	2301.2705
903.6202	2305.6587
953.4194	2310.1597
1003.2034	2314.7922
1052.9716	2319.5791
1102.7211	2324.5474
1152.4520	2329.7319
1202.1509	2335.1716
1251.8163	2340.9243
1301.4353	2347.0637
1350.9956	2353.6970
1400.4832	2360.8579
1449.9470	2368.1670
1499.4865	2374.9578
1549.2051	2380.2991
1599.1333	2383.0503
1649.1199	2382.0854
1698.9062	2377.4888
1748.4099	2370.4312
1797.7170	2362.1089
1847.0531	2353.9705
1896.4303	2346.1162
1944.1328	2331.1487
1974.0697	2291.1072
1981.4760	2241.6558
1980.5643	2191.6650
1972.2427	2142.3669
