3.0000	1893.0000
52.4016	1900.7382
102.0811	1906.4019
152.0484	1908.1235
202.0029	1905.8796
251.8068	1901.4495
301.5562	1896.4501
351.3557	1891.9329
401.2315	1888.4077
451.1851	1886.1698
501.1663	1884.7156
551.1343	1882.9104
601.0324	1879.6562
650.6831	1873.7484
699.8795	1864.8455
748.5808	1853.5334
796.8925	1840.6415
844.9481	1826.8311
892.7533	1812.1863
940.2655	1796.6250
987.4070	1779.9567
1034.0479	1761.9493
1080.2706	1742.8723
1126.3033	1723.3562
1172.4037	1704.0017
1218.5245	1684.6853
1264.2163	1664.3824
1308.6469	1641.4492
1348.2585	1610.9448
1374.5426	1568.4106
1391.0852	1521.2316
1398.7897	1471.8265
1403.0779	1422.0062
1405.5588	1372.0706
1405.2128	1322.0764
1400.0205	1272.3479
1394.4426	1222.6553
