156.0000	2316.0000
205.7612	2311.1250
255.6063	2307.1863
305.5020	2303.9402
355.3797	2300.3997
405.1789	2295.8765
454.8228	2289.9487
504.3214	2282.8792
553.7077	2275.0483
603.0263	2266.8149
652.3109	2258.3948
701.5428	2249.6370
750.6625	2240.3074
799.6219	2230.1370
848.3866	2219.1123
897.0206	2207.5254
945.6079	2195.7100
994.1714	2183.8169
1042.6880	2171.7456
1091.1340	2159.3633
1139.4551	2146.5032
1187.5863	2132.9561
1235.4601	2118.5234
1283.0204	2103.0884
1330.2341	2086.6387
1377.0555	2069.1055
1423.3784	2050.2756
1468.9557	2029.7212
1513.5776	2007.1543
1557.2673	1982.8491
1600.2391	1957.2795
1642.5769	1930.6886
1684.4277	1903.3380
1726.2540	1875.9429
1767.9868	1848.4060
1808.0363	1818.4729
1843.5084	1783.2333
1872.2769	1742.3331
1895.2747	1697.9360
1911.7753	1650.7386
1919.6523	1601.3666
1917.5778	1551.4050
1910.1857	1501.9523
1903.4285	1452.4132
1900.0747	1402.5273
1899.3693	1352.5277
1894.2729	1302.7859
1881.4639	1254.4514
1871.8823	1205.3770
1868.5353	1155.4940
