152.0000	2480.0000
201.8403	2476.0518
251.5352	2470.5327
300.9795	2463.1260
350.1696	2454.1650
399.0750	2443.7544
447.6659	2431.9883
495.9736	2419.0713
544.0097	2405.1907
591.8124	2390.5154
639.4104	2375.1936
686.8500	2359.3894
734.1763	2343.2512
781.4174	2326.8777
828.5573	2310.1990
875.5453	2293.1189
922.3509	2275.5210
968.9043	2257.2769
1015.1379	2238.2319
1060.9607	2218.2146
1106.2529	2197.0310
1150.8772	2174.4797
1194.6993	2150.4028
1237.6509	2124.8093
1279.7070	2097.7737
1320.8126	2069.3005
1360.5142	2038.9075
1398.0503	2005.8761
1432.9409	1970.0559
1465.3369	1931.9705
1495.6541	1892.2157
1523.9611	1851.0060
1550.0072	1808.3270
1573.4664	1764.1698
1594.6992	1718.9020
1614.4496	1672.9695
1631.6962	1626.0375
1644.4639	1577.6957
1651.3367	1528.1713
1651.2888	1478.1735
1644.1425	1428.6877
1631.1343	1380.4116
1614.9609	1333.1031
1598.0364	1286.0575
1582.0699	1238.6752
1568.2898	1190.6129
1555.8131	1142.1909
1543.1400	1093.8198
1529.8558	1045.6171
1516.4169	997.4578
1503.2628	949.2202
1491.0073	900.7485
1480.6309	851.8369
1473.1688	802.4016
1469.0385	752.5686
1467.8787	702.5778
1468.9816	652.5867
1471.3892	602.6492
1474.2610	552.7279
1476.7507	502.7901
1479.6239	452.8746
1487.3295	403.4671
1500.0803	355.1171
1515.0022	307.3912
