156.0000	2592.0000
205.9935	2592.4651
255.9895	2592.3940
305.9777	2591.4929
355.9499	2589.8481
405.9049	2587.6809
455.8355	2585.1243
505.7492	2582.2385
555.6341	2578.8411
605.4547	2574.5879
655.1594	2569.1179
704.6815	2562.2290
754.0292	2554.2048
803.2743	2545.5264
852.4740	2536.6345
901.7045	2527.8955
950.9791	2519.3867
1000.2906	2511.0891
1049.6313	2502.9775
1098.9915	2495.0183
1148.3669	2487.1118
1197.7290	2479.1292
1247.0551	2470.9531
1296.3241	2462.4504
1345.5117	2453.4697
1394.5724	2443.8113
1443.4412	2433.2466
1492.0569	2421.5515
1540.3350	2408.5449
1588.2145	2394.1409
1635.7618	2378.6831
1683.1490	2362.7224
1730.5509	2346.8171
1778.1746	2331.5979
1826.0862	2317.2864
1874.0107	2303.0271
1921.4083	2287.1077
1965.8816	2264.2649
1999.4305	2227.1865
2021.7861	2182.4666
2035.0393	2134.2600
2033.1803	2084.2905
2024.4141	2035.0640
2019.7262	1985.2870
2019.6182	1935.2842
2019.9746	1885.2823
2019.5970	1835.2781
2021.4242	1785.3148
2025.3547	1735.4679
2027.6276	1685.5226
